Program ID,Facility Name,Town,County,Withdrawal Category,Withdrawal Type,Reporting Year,Average Day Withdrawal (MGD),Maximum Day Withdrawal (MGD),Easting,Northing
WWR0001176,Parkview Fairways Golf Course,East Bloomfield (T),Ontario,Recreational - Golf Course,Groundwater; Surface Water,2011,0.02,0.09,302358,4755980
WWR0001177,Pasquale Sidoti,Warwick (T),Orange,Agricultural,Groundwater; Surface Water,2011,0,,546357,4573795
WWR0001178,Patsy Vigneri & Sons,Elba (T),Genesee,Agricultural,Groundwater,2011,0,0,242640,4779695
WWR0001179,"Patterson Farms, Inc",Aurelius (T),Cayuga,Agricultural,Groundwater; Surface Water; Purchase,2011,0.01,0.01,364173,4750677
WWR0001181,Pauls Garden,Fenton (T),Broome,Agricultural,Surface Water,2011,0.01,0.06,432045,4671821
WWR0001180,Paul Smith's College,Brighton (T),Franklin,Institutional,Groundwater,2011,0.07,0.17,559475,4920495
WWR0001182,Pavero Cold Storage,Lloyd (T),Ulster,Agricultural,Groundwater,2011,0.12,0.35,586018,4619662
WWR0001183,"Pawling, Vg",Pawling (T),Dutchess,Public Water Supply,Groundwater,2011,0.08,0.28,616660,4602148
WWR0000391,PB Energy Dale Brine Field,Middlebury (T),Wyoming,Industrial,Groundwater; Surface Water,2011,0.78,1.67,240387,4748304
WWR0001186,Peckham Materials - Catskill,Catskill (T),Greene,Mine Dewatering,Surface Water,2011,0.84,0.84,590475,4673749
WWR0001187,Peckham Materials - Chestertown,Chester (T),Warren,Mine Dewatering,Surface Water,2011,0.53,0.53,596409,4830926
WWR0001188,Peckham Materials - Greenfield,Greenfield (T),Saratoga,Mine Dewatering,Surface Water,2011,0.42,0.42,587131,4774826
WWR0001189,Peckham Materials - Hudson Falls,Kingsbury (T),Washington,Mine Dewatering,Surface Water,2011,1.02,1.02,615899,4800674
WWR0001185,Peckham Materials - Wingdale,Dover (T),Dutchess,Mine Dewatering,Surface Water,2011,2.4,2.4,615917,4610534
WWR0001192,Pedersen Farms,Seneca (T),Ontario,Agricultural,Surface Water,2011,0.08,0.27,330441,4750434
WWR0001193,Peek'n Peak,French Creek (T),Chautauqua,Recreational - Snow Making,Groundwater,2011,0.1,0.15,108199,4667616
WWR0001194,"Peekskill, City",Peekskill (C),Westchester,Public Water Supply,Surface Water,2011,4.2,5.61,591279,4572681
WWR0001195,Pelham Country Club,Pelham (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water,2011,0.01,0.35,601082,4527828
WWR0001196,Pelham-Split Rock Golf,Bronx (T),Bronx,Recreational - Golf Course,Not Reported,2011,0.04,0.45,601166,4525847
WWR0001199,Penfield Country Club,Penfield (T),Monroe,Recreational - Golf Course,Groundwater; Surface Water; Purchase,2011,0.03,0.32,301055,4780718
WWR0001200,"Penn Yan, Vg",Jerusalem (T),Yates,Public Water Supply,Surface Water,2011,0.86,1.81,329548,4724124
WWR0001201,Perinton Golf & Country Club,Perinton (T),Monroe,Recreational - Golf Course,Groundwater,2011,0.06,0.3,306623,4774195
WWR0001203,Perry's Ice Cream Co. Inc.,Newstead (T),Erie,Industrial,Groundwater,2011,1.15,1.59,215010,4769711
WWR0001202,"Perry, Vg",Castile (T),Wyoming,Public Water Supply,Surface Water,2011,0.62,,253651,4733864
WWR0001205,Peru Water District,Peru (T),Clinton,Public Water Supply,Surface Water,2011,0.17,0.86,617176,4937587
WWR0001207,"Philadelphia, Vg",Le Ray (T),Jefferson,Public Water Supply,Groundwater,2011,0.23,0.39,443530,4889560
WWR0001208,Phillips Family Farm,Brant (T),Erie,Agricultural,Groundwater; Surface Water,2011,0.03,0.03,174628,4723206
WWR0001209,"Philmont, Vg",Claverack (T),Columbia,Public Water Supply,Groundwater,2011,0.17,0.32,611489,4678361
WWR0001211,"Phoenix, Vg",Schroeppel (T),Oswego,Public Water Supply,Groundwater,2011,0.25,0.55,394508,4787094
WWR0001212,Piercefield Water District,Piercefield (T),St. Lawrence,Public Water Supply,Groundwater,2011,0.01,0.17,534717,4897570
WWR0001213,"Pike, Tn",Pike (T),Wyoming,Public Water Supply,Groundwater,2011,0.04,0.11,241047,4716283
WWR0001214,Pine Bush Water District,Crawford (T),Orange,Public Water Supply,Groundwater,2011,0.16,0.33,557873,4605982
WWR0001215,Pine Grove Health and Country Club,Camillus (T),Onondaga,Recreational - Golf Course,Surface Water,2011,0.05,0.07,395404,4767457
WWR0001221,Pinehaven Country Club,Guilderland (T),Albany,Recreational - Golf Course,Surface Water,2011,0.11,0.4,589397,4729811
WWR0001216,Pine Hill Water Co,Shandaken (T),Ulster,Public Water Supply,Groundwater; Surface Water,2011,0.12,0.12,542751,4664773
WWR0001218,Pine Island Turf Nursery. Inc.,Warwick (T),Orange,Agricultural,Surface Water,2011,0.2,1,542595,4573391
WWR0001222,Pinelands Nursery,Bleecker (T),Fulton,Agricultural,Groundwater,2011,0,0,550428,4775613
WWR0001219,Pine Plains Water Improvement Area,Pine Plains (T),Dutchess,Public Water Supply,Groundwater,2011,0.07,0.14,611416,4647660
WWR0001223,Pinewood Country Club,Ogden (T),Monroe,Recreational - Golf Course,Surface Water,2011,0.1,,267168,4787641
WWR0001224,Pioneer Fruit Farms,Marlborough (T),Ulster,Agricultural,Surface Water,2011,0,0.01,581712,4606135
WWR0001225,Pioneer Water Bottling Co,Marlborough (T),Ulster,Bottled/Bulk Water,Surface Water,2011,0.01,0.02,581381,4606094
WWR0001840,"Pittsford, Tn - Recreational",Pittsford (T),Monroe,Recreational - Other,Surface Water,2011,0,0,294923,4773874
WWR0001165,P.J. Rotella Memorial GC,Haverstraw (T),Rockland,Recreational - Golf Course,Surface Water,2011,0.04,0.16,581238,4561479
WWR0001229,"Plattsburgh, City",Plattsburgh (T),Clinton,Public Water Supply,Surface Water,2011,2.2,2.86,622647,4950704
WWR0001230,"Plattsburgh, Tn",Plattsburgh (T),Clinton,Public Water Supply,Groundwater,2011,1.36,2.1,615569,4951210
WWR0001231,"Plattsburgh, Tn - Cadyville Water District",Plattsburgh (T),Clinton,Public Water Supply,Groundwater,2011,0.08,0.18,615569,4951210
WWR0001232,Pleasant Valley Farm - Argyle,Argyle (T),Washington,Agricultural,Surface Water,2011,0,0.09,619882,4783975
WWR0001233,Pleasant Valley Farm - Salt Point(RYMPH FARM),Pleasant Valley (T),Dutchess,Agricultural,Groundwater; Surface Water,2011,0.02,0.04,598995,4626884
WWR0001237,"Poland, Vg",Russia (T),Herkimer,Public Water Supply,Groundwater,2011,0.06,0.17,494927,4785915
WWR0001238,Polaro,Poestenkill (T),Rensselaer,Industrial,Surface Water,2011,0.21,0.36,617068,4726212
WWR0001239,Pole Valley Players Club,Hartford (T),Washington,Recreational - Golf Course,Surface Water,2011,0.01,,627039,4800670
WWR0001240,Polkville Crushed Stone,Cortlandville (T),Cortland,Mine Dewatering,Groundwater; Surface Water,2011,0.33,0.72,407032,4715428
WWR0001242,Pominvilles Farm,Croghan (T),Lewis,Agricultural,Groundwater,2011,0.01,0.02,469654,4870105
WWR0001241,Pompa Bros. Quarry & Mill,Saratoga Springs (C),Saratoga,Mine Dewatering,Groundwater; Surface Water,2011,0,0,594088,4770220
WWR0001247,Porterdale Farms,Rodman (T),Jefferson,Agricultural,Surface Water,2011,0.11,0.13,423811,4859302
WWR0001243,Port Ewen Water District,Esopus (T),Ulster,Public Water Supply,Surface Water,2011,0.31,0.45,586300,4637767
WWR0001244,"Port Henry , Vg",Moriah (T),Essex,Public Water Supply,Surface Water,2011,0.15,0.3,623356,4878278
WWR0001245,"Port Jervis, City",Port Jervis (C),Orange,Public Water Supply,Surface Water,2011,0.7,1.2,525826,4581858
WWR0001246,"Port Leyden, Vg",Lyonsdale (T),Lewis,Public Water Supply,Groundwater,2011,0.15,0.26,471977,4825747
WWR0001248,"Portville, Vg",Portville (T),Cattaraugus,Public Water Supply,Groundwater,2011,0.13,0.35,223523,4659454
WWR0001249,Potsdam Specialty Paper Inc.,Potsdam (T),St. Lawrence,Industrial,Surface Water,2011,1.11,1.93,500321,4951196
WWR0001250,Potsdam Town & Country Club,Potsdam (T),St. Lawrence,Recreational - Golf Course,Surface Water,2011,,1.3,503081,4942209
WWR0001251,"Potsdam, Vg",Potsdam (T),St. Lawrence,Public Water Supply,Surface Water,2011,1.05,1.67,501367,4946209
WWR0001252,Pottersville Water District,Chester (T),Warren,Public Water Supply,Groundwater,2011,0.03,0.13,594587,4842282
WWR0001253,"Poughkeepsie, City",Poughkeepsie (T),Dutchess,Public Water Supply,Surface Water,2011,10,15.76,588820,4619750
WWR0001255,Powelton Club,Newburgh (T),Orange,Recreational - Golf Course,Groundwater,2011,0.03,0.19,582107,4597423
WWR0001256,Powers Farm,Pittsford (T),Monroe,Agricultural,Surface Water,2011,0.01,0.15,295570,4774248
WWR0001257,Prattsburgh Water District,Prattsburg (T),Steuben,Public Water Supply,Groundwater,2011,0.05,0.25,312108,4710487
WWR0001258,Prattsville Water District,Prattsville (T),Greene,Public Water Supply,Groundwater,2011,0.03,,546816,4684770
WWR0001259,"Praxair, Inc",Niagara Falls (C),Niagara,Industrial,Surface Water,2011,39.9,48.8,173455,4778165
WWR0001260,"Preble Hill Farm, LLC",Preble (T),Cortland,Agricultural,Groundwater; Surface Water,2011,0.03,0.04,403944,4733184
WWR0001261,"Princetown, Tn",Princetown (T),Schenectady,Public Water Supply,Groundwater,2011,0.06,0.18,579147,4736859
WWR0001263,"Prospect, Vg",Trenton (T),Oneida,Public Water Supply,Groundwater,2011,0.02,0.03,487613,4794653
WWR0001264,"Pulaski, Vg",Richland (T),Oswego,Public Water Supply,Groundwater,2011,0.8,,409088,4824779
WWR0001852,Purchase Golf Club,Harrison (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water,2011,0.1,0.4,608487,4545193
WWR0001184,Putnam Materials  - Patterson Quarry,Patterson (T),Putnam,Mine Dewatering,Surface Water,2011,0.14,0.17,616418,4597227
WWR0001265,Quaker Ridge Golf Club,Scarsdale (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water; Purchase,2011,0.04,0.35,603944,4535727
WWR0001267,Queensbury Water District,Queensbury (T),Warren,Public Water Supply,Surface Water,2011,5.21,12.13,608834,4801606
WWR0001274,"Randolph, Tn",Randolph (T),Cattaraugus,Public Water Supply,Groundwater,2011,0.26,0.38,170866,4675310
WWR0001275,"Ravena, Vg",New Baltimore (T),Greene,Public Water Supply,Surface Water,2011,0.5,0.93,597424,4702966
WWR0001276,Ravenswood Generating Station,Queens (T),Queens,Power - Fossil Fuel,Surface Water; Purchase,2011,512.9,1390,589045,4512486
WWR0001277,Ravenwood Golf Club,Victor (T),Ontario,Recreational - Golf Course,Surface Water,2011,0.14,0.4,304763,4762891
WWR0001278,Ray Brook Water District,North Elba (T),Essex,Public Water Supply,Groundwater,2011,0.04,0.08,581211,4903747
WWR0000465,RED - Eastman Business Park,Greece (T),Monroe,Industrial,Surface Water,2011,13.19,16.49,285651,4794600
WWR0001281,Red Hook Golf Club,Red Hook (T),Dutchess,Recreational - Golf Course,Surface Water,2011,0.04,,596752,4647809
WWR0001283,"Red Hook, Vg",Red Hook (T),Dutchess,Public Water Supply,Groundwater,2011,0.24,0.29,593051,4649751
WWR0001282,Red Hook Water District #1,Red Hook (T),Dutchess,Public Water Supply,Not Reported,2011,0.08,0.23,592672,4648981
WWR0000881,Redland Quarries- Lockport,Lockport (T),Niagara,Mine Dewatering,Surface Water,2011,1.93,4.32,196967,4784703
WWR0000882,Redland Quarries - Niagara,Niagara (T),Niagara,Mine Dewatering,Surface Water,2011,1.19,2.88,178129,4782572
WWR0001872,Red Wing - Billings Facility,La Grange (T),Dutchess,Mine Dewatering,Surface Water,2011,0.96,1.2,603480,4614230
WWR0001285,Red Wing - Roe Jan Mine,Milan (T),Dutchess,Mine Dewatering,Groundwater; Surface Water,2011,0.28,2.9,598874,4654917
WWR0001286,Reeves Farms,Lysander (T),Onondaga,Agricultural,Groundwater; Surface Water,2011,0.08,,383970,4782399
WWR0001269,RE Ginna Nuclear Power Plant,Ontario (T),Wayne,Power - Nuclear,Surface Water,2011,427,511,312582,4794241
WWR0001288,Remington Arms Co,German Flatts (T),Herkimer,Industrial,Groundwater,2011,0.82,0.95,497190,4762293
WWR0001289,"Remsen, Vg",Remsen (T),Oneida,Public Water Supply,Groundwater,2011,0.05,0.15,484929,4796971
WWR0001290,Reservoir Creek Golf Course,Naples (T),Ontario,Recreational - Golf Course,Surface Water,2011,0.08,0.35,301992,4719702
WWR0001291,Revere Copper Products,Rome (C),Oneida,Industrial,Surface Water,2011,5.8,5.8,464702,4784119
WWR0001292,Reyncrest Farms,Darien (T),Genesee,Agricultural,Groundwater,2011,0.04,0.04,222502,4760383
WWR0000028,Reynolds Metals - St. Lawrence,Massena (T),St. Lawrence,Industrial,Surface Water,2011,0.48,0.7,519557,4980992
WWR0001293,"Rhinebeck, Vg",Rhinebeck (T),Dutchess,Public Water Supply,Surface Water,2011,0.46,1.18,590380,4642250
WWR0001295,Richard Snyder,Montezuma (T),Cayuga,Agricultural,Groundwater; Surface Water,2011,0.02,0.1,362271,4765245
WWR0001296,"Richfield Springs, Vg",Springfield (T),Otsego,Public Water Supply,Surface Water,2011,0.13,0.22,500900,4744554
WWR0001297,Richland Water District #1 & #2,Richland (T),Oswego,Public Water Supply,Groundwater,2011,0.17,0.29,408823,4824265
WWR0001299,"Richmondville, Vg",Richmondville (T),Schoharie,Public Water Supply,Surface Water,2011,0.07,0.13,535839,4720312
WWR0001300,Ridgebury Lake Water District,Wawayanda (T),Orange,Public Water Supply,Groundwater,2011,0.02,0.04,546462,4581790
WWR0001301,Ridgecrest Dairy,Venice (T),Cayuga,Agricultural,Groundwater,2011,0.19,0.21,373252,4726946
WWR0001302,Ridgemont Country Club,Greece (T),Monroe,Recreational - Golf Course,Surface Water,2011,0.15,1,278392,4788106
WWR0001304,Ripley Water District,Ripley (T),Chautauqua,Public Water Supply,Surface Water,2011,0.11,0.27,112300,4688675
WWR0001306,River Garden,Cairo (T),Greene,Agricultural,Groundwater; Surface Water,2011,0.01,0.13,585234,4683707
WWR0001308,Riverview Dale Farm,New Bremen (T),Lewis,Agricultural,Groundwater,2011,,,460155,4860423
WWR0001270,RL Jeffres & Sons Inc,Covington (T),Wyoming,Agricultural,Surface Water,2011,1.04,,251352,4749278
WWR0001309,Roach Farm,Venice (T),Cayuga,Agricultural,Groundwater; Surface Water,2011,0.12,0.13,375490,4731433
WWR0001311,Robert Davenport & Sons,Marbletown (T),Ulster,Agricultural,Not Reported,2011,0,0,573963,4639426
WWR0001101,Robert Moses Niagara Power Project,Lewiston (T),Niagara,Power - Other,Surface Water,2011,47463,62164,171538,4784765
WWR0001312,Robinn Meadows Water Company,Wawayanda (T),Orange,Public Water Supply,Groundwater,2011,0.02,0.06,542955,4585384
WWR0001313,"Rochester, City",Canadice (T),Ontario,Public Water Supply,Surface Water,2011,36.6,40.26,287403,4781571
WWR0001314,Rockland Country Club,Orangetown (T),Rockland,Recreational - Golf Course,Surface Water,2011,0.07,0.23,591014,4542058
WWR0001884,Rockland Lake Golf Course,Clarkstown (T),Rockland,Recreational - Golf Course,Groundwater; Surface Water,2011,0.02,,590748,4556171
WWR0001315,Rockrimmon Country Club,Pound Ridge (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water,2011,0.08,0.34,617916,4557605
WWR0001317,Rocky Point Homeowners Assn,Inlet (T),Hamilton,Public Water Supply,Groundwater,2011,0,,516654,4845577
WWR0001319,Rogowski Farm,Warwick (T),Orange,Agricultural,Groundwater,2011,0,0,543792,4569946
WWR0001320,Rogues Roost Golf & Country Club,Sullivan (T),Madison,Recreational - Golf Course,Surface Water,2011,0.01,0.12,425056,4778198
WWR0001321,Rolling Hills at Antlers,Amsterdam (T),Montgomery,Recreational - Golf Course,Surface Water,2011,0,,559870,4756277
WWR0001322,Rolling Meadows Water Corp (Hurley Water Co),Hurley (T),Ulster,Public Water Supply,Groundwater; Surface Water,2011,0.17,0.2,578586,4641658
WWR0001326,"Rome, City",Annsville (T),Oneida,Public Water Supply,Surface Water,2011,9.5,14.8,462740,4784474
WWR0001327,Root Bros. Farms,Barre (T),Orleans,Agricultural,Surface Water,2011,0.09,0.33,231298,4788667
WWR0001328,Roscoe-Rockland Water District,Rockland (T),Sullivan,Public Water Supply,Groundwater,2011,0.09,0.21,507561,4645083
WWR0001329,Rose Hill Farm,Red Hook (T),Dutchess,Agricultural,Surface Water,2011,0,0,595180,4651347
WWR0001330,"Rosendale, Tn",Rosendale (T),Ulster,Public Water Supply,Groundwater; Surface Water,2011,0.12,0.2,576464,4632657
WWR0001332,Rose-North Rose Water District,Rose (T),Wayne,Public Water Supply,Groundwater,2011,0.29,0.7,346131,4783380
WWR0001331,Roseton Generating Station,Newburgh (T),Orange,Power - Fossil Fuel,Surface Water,2011,340.54,794.4,585268,4602472
WWR0001335,"Rotterdam, Tn - Main St",Rotterdam (T),Schenectady,Public Water Supply,Groundwater,2011,0.22,0.38,578419,4746948
WWR0001334,"Rotterdam, Tn - Rice Road",Rotterdam (T),Schenectady,Public Water Supply,Groundwater,2011,3.85,8.88,582758,4741531
WWR0001337,"Rouses Point, Vg",Champlain (T),Clinton,Public Water Supply,Surface Water,2011,0.66,1.12,628949,4983319
WWR0001338,Route 82 Sand & Gravel,Washington (T),Dutchess,Mine Dewatering,Surface Water,2011,0.25,0.31,603958,4629292
WWR0001339,Rovers' Farm Inc,Chazy (T),Clinton,Agricultural,Groundwater,2011,0.03,0.04,624093,4972770
WWR0001340,Rowlands Hollow Water Works,Milton (T),Saratoga,Public Water Supply,Groundwater,2011,0.14,0.3,593342,4768345
WWR0001341,"Roxbury, Tn",Roxbury (T),Delaware,Public Water Supply,Groundwater,2011,0.19,0.34,535988,4681629
WWR0001342,Royal Mountain Ski Area,Caroga (T),Fulton,Recreational - Snow Making,Surface Water,2011,0.07,1.7,540358,4769991
WWR0001268,"R&R Farms / Dykeman & Sons, Inc",Glen (T),Montgomery,Agricultural,Groundwater; Surface Water,2011,0.04,0.05,552261,4751003
WWR0001344,"Rushville, Vg",Gorham (T),Ontario,Public Water Supply,Surface Water,2011,0.11,0.23,317847,4736579
WWR0001345,Russel Generating Station,Greece (T),Monroe,Power - Fossil Fuel,Surface Water,2011,0,0,286447,4794015
WWR0001347,Sacandaga Park Water District,Northampton (T),Fulton,Public Water Supply,Groundwater,2011,0.05,0.11,567439,4785725
WWR0001348,"Sackets Harbor, Vg",Hounsfield (T),Jefferson,Public Water Supply,Surface Water,2011,0.3,0.59,410281,4866548
WWR0001470,Saint Andrew's Golf Club,Greenburgh (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water,2011,0.04,0.28,596983,4538771
WWR0001350,"Saint Johnsville, Vg",Oppenheim (T),Fulton,Public Water Supply,Groundwater; Surface Water,2011,0.54,0.71,526321,4760835
WWR0001351,"Salamanca, City",Salamanca (C),Cattaraugus,Public Water Supply,Groundwater,2011,1.16,2.03,193677,4673929
WWR0001352,Salem Golf Club,North Salem (T),Westchester,Recreational - Golf Course,Surface Water,2011,0.01,0.12,619132,4578770
WWR0001353,"Salem, Vg",Salem (T),Washington,Public Water Supply,Groundwater,2011,0.04,0.14,635921,4781283
WWR0001354,Salmon Creek Country Club,Ogden (T),Monroe,Recreational - Golf Course,Surface Water,2011,0.04,1.08,267924,4787162
WWR0001357,Samascott Orchards,Kinderhook (T),Columbia,Agricultural,Groundwater; Surface Water,2011,0.09,0.36,606651,4694847
WWR0001360,Sandy Creek & Lacona Joint Water Works,Sandy Creek (T),Oswego,Public Water Supply,Groundwater,2011,0.17,0.28,412863,4832958
WWR0001361,"Saranac Lake, Vg",North Elba (T),Essex,Public Water Supply,Groundwater; Surface Water,2011,1.03,1.32,569219,4908324
WWR0001362,Saratoga County Water Authority,Halfmoon (T),Saratoga,Public Water Supply,Surface Water,2011,2.86,7.11,604581,4790586
WWR0001364,Saratoga Golf and Polo Club,Saratoga Springs (C),Saratoga,Recreational - Golf Course,Surface Water,2011,0.03,0.11,597638,4771024
WWR0001365,Saratoga National Golf Club,Saratoga Springs (C),Saratoga,Recreational - Golf Course,Surface Water,2011,0.05,0.4,602281,4768161
WWR0001366,"Saratoga Sod Farm, Inc.",Stillwater (T),Saratoga,Agricultural,Surface Water,2011,0.3,3.17,612222,4759500
WWR0001367,"Saratoga Springs, City",Saratoga Springs (C),Saratoga,Public Water Supply,Groundwater; Surface Water,2011,4.13,8.37,598980,4770790
WWR0001368,"Saratoga Water Services, Inc",Malta (T),Saratoga,Public Water Supply,Groundwater,2011,0.43,,598739,4757469
WWR0001370,"Saugerties, Vg",Saugerties (T),Ulster,Public Water Supply,Surface Water,2011,0.96,1.66,586630,4659025
WWR0001371,Saunders - Bainbridge,Bainbridge (T),Chenango,Industrial,Groundwater,2011,0.09,0.14,463939,4683226
WWR0001372,Saunders - Cortland Ready Mix,Cortland (C),Cortland,Industrial,Groundwater,2011,0.02,0.14,404151,4718320
WWR0001380,Saunders - Greene Ready Mix,Greene (T),Chenango,Industrial,Groundwater,2011,0.02,0.14,442005,4689474
WWR0001373,Saunders - Ithaca Concrete,Dryden (T),Tompkins,Industrial,Groundwater,2011,0.02,0.14,384470,4703424
WWR0001381,Saunderskill Farm,Rochester (T),Ulster,Agricultural,Surface Water,2011,0.03,0.2,565542,4626228
WWR0001374,Saunders - Lisle Aggregate Plant,Lisle (T),Broome,Industrial,Groundwater,2011,0.09,0.14,417829,4689470
WWR0001375,Saunders - Marcellus Plant,Marcellus (T),Onondaga,Industrial,Groundwater,2011,0.24,0.58,389131,4762898
WWR0001376,Saunders - Nedrow Plant,Onondaga (T),Onondaga,Industrial,Groundwater,2011,0.02,0.14,405777,4759621
WWR0001379,Saunders - Norwich,Norwich (T),Chenango,Industrial,Groundwater,2011,0.02,0.11,455721,4703508
WWR0001377,Saunders - South Onondaga,Onondaga (T),Onondaga,Industrial,Groundwater,2011,0.21,0.43,400606,4754453
WWR0001378,Saunders - Whitney Point,Triangle (T),Broome,Industrial,Groundwater,2011,0.02,0.14,421476,4686361
WWR0001382,Sauquoit Water District,Paris (T),Oneida,Public Water Supply,Groundwater,2011,0.29,,478924,4759407
WWR0001383,Savannah Water District #1,Savannah (T),Wayne,Public Water Supply,Groundwater,2011,0.05,0.14,356709,4769765
WWR0001384,"Savona, Vg",Bath (T),Steuben,Public Water Supply,Groundwater,2011,0.03,0.22,317192,4683998
WWR0001385,Scarsdale Golf Club,Greenburgh (T),Westchester,Recreational - Golf Course,Surface Water,2011,0.04,0.4,600983,4540795
WWR0001387,"Schenectady, City",Rotterdam (T),Schenectady,Public Water Supply,Groundwater,2011,12.9,21,582927,4741160
WWR0001391,Schodack Water District #1,Schodack (T),Rensselaer,Public Water Supply,Groundwater,2011,0.04,0.1,608040,4713385
WWR0001390,Schodack Water District #9,Schodack (T),Rensselaer,Public Water Supply,Groundwater,2011,0.14,1.21,608045,4713390
WWR0001394,Schoharie Valley Farms,Schoharie (T),Schoharie,Agricultural,Surface Water,2011,0.01,0.18,557522,4726039
WWR0001395,"Schoharie, Vg",Schoharie (T),Schoharie,Public Water Supply,Surface Water,2011,0.13,0.38,558130,4725166
WWR0001396,Schroon Lake Water District,Schroon (T),Essex,Public Water Supply,Groundwater,2011,0.26,0.73,599699,4854511
WWR0001398,Schuyler Meadows Club,Colonie (T),Albany,Recreational - Golf Course,Surface Water,2011,0.05,0.3,602878,4730646
WWR0001400,"Schuylerville, Vg",Saratoga (T),Saratoga,Public Water Supply,Groundwater,2011,0.23,0.28,615282,4773361
WWR0001401,Schweitzer-Mauduit International Inc.,Ancram (T),Columbia,Industrial,Groundwater; Surface Water,2011,0.88,,612933,4656186
WWR0001402,Scio Water Dept,Amity (T),Allegany,Public Water Supply,Groundwater; Surface Water,2011,0.08,0.12,253974,4673106
WWR0001403,"Scotia, Vg",Glenville (T),Schenectady,Public Water Supply,Groundwater,2011,1.24,1.63,583356,4744432
WWR0001404,Scott Water District #1,Scott (T),Cortland,Public Water Supply,Groundwater,2011,0.01,0.02,398652,4728983
WWR0001405,Seabert Farm,Cambria (T),Niagara,Agricultural,Surface Water,2011,0,0.01,187833,4790343
WWR0001407,Secor Strawberries,East Fishkill (T),Dutchess,Agricultural,Surface Water,2011,0,0.07,598486,4609864
WWR0001869,Sedgewood Club,Kent (T),Putnam,Recreational - Golf Course,Surface Water,2011,0,0.11,604515,4588575
WWR0001408,Seneca Falls Country Club,Seneca Falls (T),Seneca,Recreational - Golf Course,Surface Water,2011,0.1,0.35,356885,4750215
WWR0001409,"Seneca Falls, Vg",Fayette (T),Seneca,Public Water Supply,Surface Water,2011,1.1,1.5,357617,4745426
WWR0001410,Seneca Foods Corp,Leicester (T),Livingston,Industrial,Surface Water,2011,0.4,2.16,264092,4736445
WWR0001412,Seneca Valley Farm,Hector (T),Schuyler,Agricultural,Groundwater,2011,0.09,0.1,349254,4697421
WWR0000432,Shadow Lake Golf Course,Penfield (T),Monroe,Recreational - Golf Course,Surface Water,2011,0.05,,299104,4780367
WWR0001416,Shaker Ridge Country Club,Colonie (T),Albany,Recreational - Golf Course,Surface Water,2011,0.03,0.12,596207,4733570
WWR0000610,"Sharon Springs, Vg",Sharon (T),Schoharie,Public Water Supply,Groundwater; Surface Water,2011,0.17,0.43,530677,4737183
WWR0001417,Shaul Farms,Fulton (T),Schoharie,Agricultural,Surface Water,2011,0.14,0.72,549340,4712114
WWR0001419,Shawangunk Bulk Spring Water,Shawangunk (T),Ulster,Bottled/Bulk Water,Surface Water,2011,0,0.02,556396,4611356
WWR0001418,"Shawangunk, Tn (Wallkill Water District)",Shawangunk (T),Ulster,Public Water Supply,Groundwater,2011,0.15,0.4,568221,4606229
WWR0001420,Sheland Farms,Ellisburg (T),Jefferson,Agricultural,Groundwater; Surface Water,2011,0.06,0.08,409040,4849937
WWR0001421,Sheldon Farms,Salem (T),Washington,Agricultural,Groundwater; Surface Water,2011,0,0,634946,4779880
WWR0001422,Shelridge Country Club,Ridgeway (T),Orleans,Recreational - Golf Course,Surface Water,2011,0.1,0.43,222825,4790977
WWR0001424,"Sherburne, Vg",Sherburne (T),Chenango,Public Water Supply,Groundwater,2011,0.2,0.44,459005,4725231
WWR0001425,Shore Colony Water District,Queensbury (T),Warren,Public Water Supply,Surface Water,2011,0,0.02,608880,4813350
WWR0001426,Shorewood Country Club,Dunkirk (T),Chautauqua,Recreational - Golf Course,Surface Water,2011,0.07,0.31,139627,4710737
WWR0001427,Shuback Farms,Warwick (T),Orange,Agricultural,Groundwater,2011,0.01,,548724,4574003
WWR0001415,SH Water Company (Sackett Lake Estates),Thompson (T),Sullivan,Public Water Supply,Groundwater,2011,0,0,520846,4608194
WWR0001429,Sidney Water Supply,Sidney (T),Delaware,Public Water Supply,Groundwater,2011,0.67,1.17,467578,4684367
WWR0001428,SI Group,Rotterdam (T),Schenectady,Industrial,Groundwater,2011,1.73,1.73,579721,4745787
WWR0001430,Silver Bay Association,Hague (T),Warren,Institutional,Surface Water,2011,0.03,0.12,620389,4839181
WWR0001431,Silver Lake Country Club,Castile (T),Wyoming,Recreational - Golf Course,Surface Water,2011,0.09,0.43,251617,4732125
WWR0001432,"Silver Springs, Vg",Gainesville (T),Wyoming,Public Water Supply,Groundwater; Surface Water,2011,0.09,0.22,247277,4727711
WWR0001433,Siwanoy Country Club,Eastchester (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water; Purchase,2011,0.04,0.36,599957,4532882
WWR0001434,Skaneateles Country Club,Skaneateles (T),Onondaga,Recreational - Golf Course,Surface Water,2011,0.09,0.3,383564,4754157
WWR0001435,"Ski Plattekill, Inc.",Roxbury (T),Delaware,Recreational - Snow Making,Surface Water,2011,3.2,3.2,528548,4682063
